@relation MouseFeatures


@attribute Type {Left, Right, Double}
@attribute length real
@attribute speed real
@attribute accel real
@attribute jerk real
@attribute int1Len real
@attribute int2Len real
@attribute int3Len real
@attribute File {53,54,55,1,3,4,2,5,7,10,12,13,15,16,17,18,19,20,21,22,23,24,25,27,29,30,31,32,37,38,40,41,42,43,44,48,49,51,9,}
@data 
Double,655,0.0389278926,0.0000341773,0.0000000300,156,375,124,19
Double,499,0.1572076923,0.0001200059,0.0000000916,125,265,109,19
Left,140,0.1585498550,0.0001814072,0.0000002076,?,?,?,19
Right,140,0.1746269364,0.0000018989,0.0000000000,?,?,?,19
Right,109,0.2640368750,0.0002256725,0.0000001929,?,?,?,19
Right,125,0.5882195485,0.0000757234,0.0000000097,?,?,?,19
Left,125,0.4642401883,0.0003765127,0.0000003054,?,?,?,19
Double,546,0.2480747576,0.0003616250,0.0000005272,125,297,124,19
Double,640,0.1379928598,0.0000730894,0.0000000387,172,343,125,19
Double,484,0.0106226507,0.0000252319,0.0000000599,109,234,141,19
Left,94,0.0071517526,0.0000009169,0.0000000001,?,?,?,19
Left,109,0.4222963619,0.0003383785,0.0000002711,?,?,?,19
Left,109,1.0057891202,0.0003684209,0.0000001350,?,?,?,19
Left,94,0.1391687726,0.0000606929,0.0000000265,?,?,?,19
Left,94,0.0010459594,0.0000000009,0.0000000000,?,?,?,19
Left,93,0.2734025387,0.0002432407,0.0000002164,?,?,?,19
Double,468,0.0995534016,0.0000057910,0.0000000003,78,281,109,19
Left,109,0.0291120815,0.0000423757,0.0000000617,?,?,?,19
Left,94,0.0617295173,0.0000016158,0.0000000000,?,?,?,19
Left,109,0.1245302017,0.0000221112,0.0000000039,?,?,?,19
Left,93,0.3861328005,0.0000442762,0.0000000051,?,?,?,19
Left,94,0.3038174553,0.0000455021,0.0000000068,?,?,?,19
Left,93,0.1646657836,0.0000288381,0.0000000051,?,?,?,19
Left,109,0.2266667158,0.0000816229,0.0000000294,?,?,?,19
Left,109,0.3969113162,0.0002795150,0.0000001968,?,?,?,19
Right,125,0.1303217798,0.0000673846,0.0000000348,?,?,?,19
Left,94,0.0909187736,0.0001165625,0.0000001494,?,?,?,19
Right,140,0.1333455642,0.0000981926,0.0000000723,?,?,?,19
Left,109,0.0152175988,0.0000112141,0.0000000083,?,?,?,19
Right,141,0.2027374972,0.0001428735,0.0000001007,?,?,?,19
Left,125,0.0464257897,0.0000512992,0.0000000567,?,?,?,19
Left,94,0.2913129415,0.0000947976,0.0000000308,?,?,?,19
Left,93,0.2400377443,0.0000894328,0.0000000333,?,?,?,19
Left,109,0.4515791451,0.0001581713,0.0000000554,?,?,?,19
Left,109,0.0178568832,0.0000023946,0.0000000003,?,?,?,19
Left,94,0.0896638087,0.0000884258,0.0000000872,?,?,?,19
Left,109,0.1026784608,0.0000117320,0.0000000013,?,?,?,19
Left,124,0.5034088327,0.0006324232,0.0000007945,?,?,?,19
Left,93,0.2260832980,0.0000517590,0.0000000118,?,?,?,19
Left,125,0.1075839356,0.0000114184,0.0000000012,?,?,?,19
Left,109,0.2992417178,0.0000779681,0.0000000203,?,?,?,19
Left,124,0.1380604974,0.0000204383,0.0000000030,?,?,?,19
Left,125,0.5268717704,0.0000996354,0.0000000188,?,?,?,19
Left,109,0.0686678160,0.0000037913,0.0000000002,?,?,?,19
Left,140,0.0803688622,0.0000055878,0.0000000004,?,?,?,19
Left,93,0.0703046182,0.0000069116,0.0000000007,?,?,?,19
Left,124,0.0520667897,0.0000021915,0.0000000001,?,?,?,19
Left,109,0.0446259653,0.0000040345,0.0000000004,?,?,?,19
Left,124,0.2170912443,0.0000252080,0.0000000029,?,?,?,19
Left,94,0.0198734714,0.0000005657,0.0000000000,?,?,?,19
Left,110,0.0007360827,0.0000000244,0.0000000000,?,?,?,19
Left,109,0.1957914966,0.0000246589,0.0000000031,?,?,?,19
Left,109,1.0035156106,0.0008810497,0.0000007735,?,?,?,19
Left,125,0.0599427717,0.0000091057,0.0000000014,?,?,?,19
Left,109,0.2262701736,0.0000261826,0.0000000030,?,?,?,19
Left,110,0.1767735681,0.0000191417,0.0000000021,?,?,?,19
Left,125,0.8371589282,0.0005061420,0.0000003060,?,?,?,19
Left,109,0.2462797341,0.0001143891,0.0000000531,?,?,?,19
Left,124,0.5858557450,0.0005521732,0.0000005204,?,?,?,19
Left,94,0.6753554963,0.0004010425,0.0000002381,?,?,?,19
Left,109,0.1249593570,0.0000285035,0.0000000065,?,?,?,19
Left,109,0.0216175488,0.0000008486,0.0000000000,?,?,?,19
Left,140,0.0000000000,0.0000000000,0.0000000000,?,?,?,19
Double,656,0.0108301784,0.0000041832,0.0000000016,141,405,110,19
Left,140,0.0000000000,0.0000000000,0.0000000000,?,?,?,19
Left,94,0.1620534476,0.0000117252,0.0000000008,?,?,?,19
Left,125,0.0202626444,0.0000003404,0.0000000000,?,?,?,19
Left,110,0.9113762420,0.0004360652,0.0000002086,?,?,?,19
Left,109,0.3339026445,0.0000400795,0.0000000048,?,?,?,19
Left,110,0.0592341430,0.0000055354,0.0000000005,?,?,?,19
Left,125,0.0671678533,0.0000027302,0.0000000001,?,?,?,19
Left,125,0.0595059062,0.0000117369,0.0000000023,?,?,?,19
Left,125,0.0476195750,0.0000015471,0.0000000001,?,?,?,19
Left,125,0.0126988600,0.0000005331,0.0000000000,?,?,?,19
Left,125,0.1156620171,0.0000190578,0.0000000031,?,?,?,19
Left,109,0.1069487666,0.0000081709,0.0000000006,?,?,?,19
Left,110,0.0427166431,0.0000015383,0.0000000001,?,?,?,19
Left,109,0.4022806937,0.0001233611,0.0000000378,?,?,?,19
Left,140,0.2094025940,0.0000317325,0.0000000048,?,?,?,19
Left,94,0.2210045091,0.0000326447,0.0000000048,?,?,?,19
Left,110,0.0091099184,0.0000001375,0.0000000000,?,?,?,19
Left,109,0.0989391979,0.0000067041,0.0000000005,?,?,?,19
Left,124,0.0442493880,0.0000013756,0.0000000000,?,?,?,19
Left,93,0.0737164677,0.0000135558,0.0000000025,?,?,?,20
Left,94,0.2742004660,0.0000502843,0.0000000092,?,?,?,20
Double,250,0.4543362555,0.0006319002,0.0000008789,78,78,94,20
Right,109,0.3108260563,0.0001041642,0.0000000349,?,?,?,20
Left,94,0.0795844430,0.0000494621,0.0000000307,?,?,?,20
Right,125,0.1747053278,0.0001153170,0.0000000761,?,?,?,20
Left,109,0.0947854648,0.0000638286,0.0000000430,?,?,?,20
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,20
Left,93,0.0108827600,0.0000126544,0.0000000147,?,?,?,20
Left,109,0.2637384339,0.0001548670,0.0000000909,?,?,?,20
Right,140,0.1981065036,0.0001132037,0.0000000647,?,?,?,20
Left,110,0.2031504531,0.0001831835,0.0000001652,?,?,?,20
Left,109,0.0942184991,0.0000372258,0.0000000147,?,?,?,20
Left,109,0.1964066774,0.0000553726,0.0000000156,?,?,?,20
Left,94,0.0340682832,0.0000138040,0.0000000056,?,?,?,20
Left,110,0.0170451210,0.0000099157,0.0000000058,?,?,?,20
Left,94,0.1390034671,0.0000211316,0.0000000032,?,?,?,20
Left,94,0.0077075801,0.0000001346,0.0000000000,?,?,?,20
Left,110,0.1353589099,0.0000229811,0.0000000039,?,?,?,20
Left,109,0.4637011841,0.0002074726,0.0000000928,?,?,?,20
Left,125,0.0959997343,0.0000043514,0.0000000002,?,?,?,20
Left,125,0.0470542352,0.0000055157,0.0000000006,?,?,?,20
Left,109,0.1109646991,0.0000176639,0.0000000028,?,?,?,20
Left,125,0.0758117606,0.0000073625,0.0000000007,?,?,?,20
Left,109,0.6703067099,0.0002664176,0.0000001059,?,?,?,20
Double,328,0.3622567594,0.0001783637,0.0000000878,125,62,141,20
Left,110,0.0957157568,0.0000072326,0.0000000005,?,?,?,20
Left,141,0.2229705852,0.0000806112,0.0000000291,?,?,?,20
Left,141,0.0465335603,0.0000011999,0.0000000000,?,?,?,20
Left,110,0.1668199116,0.0000261678,0.0000000041,?,?,?,20
Left,141,0.0472044520,0.0000034293,0.0000000002,?,?,?,20
Left,140,0.0076382101,0.0000001527,0.0000000000,?,?,?,20
Left,125,0.0459709682,0.0000073920,0.0000000012,?,?,?,20
Left,141,0.1620155174,0.0000384014,0.0000000091,?,?,?,20
Left,140,0.0353466114,0.0000491608,0.0000000684,?,?,?,20
Left,141,0.0000000000,0.0000000000,0.0000000000,?,?,?,20
Left,125,0.0382720698,0.0000252454,0.0000000167,?,?,?,20
Left,125,0.0716804737,0.0000132963,0.0000000025,?,?,?,20
Left,109,0.5804127518,0.0003471368,0.0000002076,?,?,?,20
Left,125,0.0611173667,0.0000164382,0.0000000044,?,?,?,20
Left,125,0.1416431232,0.0000985001,0.0000000685,?,?,?,20
Right,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,20
Left,125,0.1793433498,0.0000496934,0.0000000138,?,?,?,20
Left,109,0.3574349691,0.0001166944,0.0000000381,?,?,?,20
Left,110,0.0024692223,0.0000000090,0.0000000000,?,?,?,20
Left,110,0.0042973630,0.0000000098,0.0000000000,?,?,?,20
Left,93,0.5711735871,0.0002420227,0.0000001026,?,?,?,20
Left,94,0.2316692312,0.0000308892,0.0000000041,?,?,?,20
Left,125,0.0018622322,0.0000000073,0.0000000000,?,?,?,20
Left,94,0.6396743415,0.0003198372,0.0000001599,?,?,?,20
Left,125,0.2138792833,0.0000747830,0.0000000261,?,?,?,21
Left,109,0.1387883888,0.0000126528,0.0000000012,?,?,?,21
Left,110,0.6946415619,0.0008894258,0.0000011388,?,?,?,21
Left,109,0.5252420246,0.0003055509,0.0000001777,?,?,?,21
Left,110,0.0202360877,0.0000341249,0.0000000575,?,?,?,21
Left,110,0.0502712234,0.0000041145,0.0000000003,?,?,?,21
Left,110,0.2476437210,0.0000447738,0.0000000081,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,110,0.2082555098,0.0000214299,0.0000000022,?,?,?,21
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,110,0.0793266549,0.0000074660,0.0000000007,?,?,?,21
Left,125,0.0014012144,0.0000006545,0.0000000003,?,?,?,21
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,110,0.1244863466,0.0000127888,0.0000000013,?,?,?,21
Left,125,0.2669134683,0.0000427062,0.0000000068,?,?,?,21
Left,125,0.2443925694,0.0000465510,0.0000000089,?,?,?,21
Left,125,0.0923052446,0.0000254635,0.0000000070,?,?,?,21
Left,125,0.3582368682,0.0000552494,0.0000000085,?,?,?,21
Left,125,0.4589376339,0.0002349911,0.0000001203,?,?,?,21
Left,125,0.2237659915,0.0000601683,0.0000000162,?,?,?,21
Left,109,0.0613699318,0.0000157117,0.0000000040,?,?,?,21
Left,125,0.2738303241,0.0000367360,0.0000000049,?,?,?,21
Left,125,0.0994928915,0.0000102044,0.0000000010,?,?,?,21
Left,125,0.3270073671,0.0001051809,0.0000000338,?,?,?,21
Left,125,0.6068914501,0.0002339597,0.0000000902,?,?,?,21
Left,110,0.5884069338,0.0003965006,0.0000002672,?,?,?,21
Left,109,0.2980598862,0.0000921360,0.0000000285,?,?,?,21
Left,125,0.3468402178,0.0001233429,0.0000000439,?,?,?,21
Left,109,0.1541337628,0.0000250991,0.0000000041,?,?,?,21
Left,110,0.0948351608,0.0000061125,0.0000000004,?,?,?,21
Left,125,0.2438853486,0.0000445941,0.0000000082,?,?,?,21
Left,109,0.2458035484,0.0001299860,0.0000000687,?,?,?,21
Left,94,0.3418405601,0.0000885827,0.0000000230,?,?,?,21
Left,125,0.0266144927,0.0000107144,0.0000000043,?,?,?,21
Left,109,0.5028623025,0.0000504426,0.0000000051,?,?,?,21
Left,94,0.1562901734,0.0000158269,0.0000000016,?,?,?,21
Left,109,0.3837647943,0.0001334834,0.0000000464,?,?,?,21
Left,94,0.1996282574,0.0000267850,0.0000000036,?,?,?,21
Left,94,0.4200472592,0.0001268259,0.0000000383,?,?,?,21
Left,93,0.3065471519,0.0000658250,0.0000000141,?,?,?,21
Left,125,0.1076298219,0.0000059692,0.0000000003,?,?,?,21
Left,110,0.0220634864,0.0000021235,0.0000000002,?,?,?,21
Left,125,0.0289901631,0.0000109770,0.0000000042,?,?,?,21
Left,125,0.0294840156,0.0000096259,0.0000000031,?,?,?,21
Left,109,0.0645204442,0.0000338512,0.0000000178,?,?,?,21
Left,94,0.2421534523,0.0000659459,0.0000000180,?,?,?,21
Left,94,0.4312708635,0.0000989380,0.0000000227,?,?,?,21
Left,93,0.2865634168,0.0001729411,0.0000001044,?,?,?,21
Left,94,0.3211958287,0.0001142233,0.0000000406,?,?,?,21
Left,125,0.1537953320,0.0000132651,0.0000000011,?,?,?,21
Left,110,0.1298751453,0.0000442203,0.0000000151,?,?,?,21
Left,125,0.2045805039,0.0000748009,0.0000000273,?,?,?,21
Left,125,0.1427210418,0.0000363899,0.0000000093,?,?,?,21
Left,125,0.2350162375,0.0001082525,0.0000000499,?,?,?,21
Left,110,0.0010000000,0.0000010000,0.0000000010,?,?,?,21
Left,125,0.1472589299,0.0000082093,0.0000000005,?,?,?,21
Left,109,0.1534963409,0.0000383741,0.0000000096,?,?,?,21
Left,94,0.2612029777,0.0001019528,0.0000000398,?,?,?,21
Left,109,0.3884525346,0.0001614516,0.0000000671,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,110,0.1786952145,0.0000075992,0.0000000003,?,?,?,21
Double,312,0.0489639128,0.0000340500,0.0000000237,94,125,93,21
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,125,0.0157664638,0.0000009173,0.0000000001,?,?,?,21
Left,110,0.2065501536,0.0000113664,0.0000000006,?,?,?,21
Left,125,0.0564192976,0.0000445650,0.0000000352,?,?,?,21
Left,109,0.0136518771,0.0000116484,0.0000000099,?,?,?,21
Left,94,0.1037941476,0.0000371091,0.0000000133,?,?,?,21
Left,94,0.0949704195,0.0000286746,0.0000000087,?,?,?,21
Left,125,0.0831975259,0.0000195759,0.0000000046,?,?,?,21
Left,109,0.0234391387,0.0000162998,0.0000000113,?,?,?,21
Left,125,0.0290058032,0.0000109829,0.0000000042,?,?,?,21
Left,109,0.0282054440,0.0000200608,0.0000000143,?,?,?,21
Left,94,0.0684976407,0.0000377814,0.0000000208,?,?,?,21
Left,125,0.5530616163,0.0002527704,0.0000001155,?,?,?,21
Left,93,0.4217957402,0.0002159732,0.0000001106,?,?,?,21
Left,125,0.0159507987,0.0000024308,0.0000000004,?,?,?,21
Left,125,0.0228845127,0.0000072511,0.0000000023,?,?,?,21
Left,125,0.0265364122,0.0000098174,0.0000000036,?,?,?,21
Left,125,0.2186087322,0.0001473105,0.0000000993,?,?,?,21
Left,125,0.0267879142,0.0000081249,0.0000000025,?,?,?,21
Left,109,0.0162441663,0.0000053593,0.0000000018,?,?,?,21
Left,125,0.0232794898,0.0000055178,0.0000000013,?,?,?,21
Left,125,0.0145394579,0.0000051687,0.0000000018,?,?,?,21
Left,109,0.2444953117,0.0001647543,0.0000001110,?,?,?,21
Left,109,0.0212625371,0.0000136037,0.0000000087,?,?,?,21
Left,125,0.0219927918,0.0000066084,0.0000000020,?,?,?,21
Left,125,0.1477935239,0.0000883933,0.0000000529,?,?,?,21
Left,109,0.0161276759,0.0000052397,0.0000000017,?,?,?,21
Left,109,0.0224045917,0.0000087965,0.0000000035,?,?,?,21
Left,125,0.0336980256,0.0000160927,0.0000000077,?,?,?,21
Left,109,0.0149749259,0.0000180638,0.0000000218,?,?,?,21
Left,94,0.0029097963,0.0000028223,0.0000000027,?,?,?,21
Left,109,0.2040835693,0.0001220596,0.0000000730,?,?,?,21
Left,93,0.0549647209,0.0000399743,0.0000000291,?,?,?,21
Left,109,0.0272664854,0.0000068440,0.0000000017,?,?,?,21
Left,109,0.0417010324,0.0000210081,0.0000000106,?,?,?,21
Left,109,0.0199686397,0.0000048967,0.0000000012,?,?,?,21
Left,109,0.0353331155,0.0000289853,0.0000000238,?,?,?,21
Left,110,0.0728065402,0.0000198329,0.0000000054,?,?,?,21
Left,94,0.1136079416,0.0001580083,0.0000002198,?,?,?,21
Left,109,0.0203828362,0.0000065879,0.0000000021,?,?,?,21
Right,125,0.0929484960,0.0000047551,0.0000000002,?,?,?,21
Left,125,0.0489248372,0.0000530638,0.0000000576,?,?,?,21
Left,110,0.2923457736,0.0001461729,0.0000000731,?,?,?,21
Left,110,0.1767079148,0.0000133053,0.0000000010,?,?,?,21
Left,93,0.1433506544,0.0000086226,0.0000000005,?,?,?,21
Left,125,0.1104350956,0.0000362558,0.0000000119,?,?,?,21
Left,110,0.1372031694,0.0001084610,0.0000000857,?,?,?,21
Left,109,0.1275158155,0.0001073365,0.0000000904,?,?,?,21
Left,125,0.0013908206,0.0000019344,0.0000000027,?,?,?,21
Left,125,0.0623620281,0.0000347034,0.0000000193,?,?,?,21
Left,125,0.0370527658,0.0000282199,0.0000000215,?,?,?,21
Left,110,0.0275126422,0.0000128564,0.0000000060,?,?,?,21
Left,94,0.1793075897,0.0001024615,0.0000000585,?,?,?,21
Left,125,0.0677061914,0.0000941672,0.0000001310,?,?,?,21
Left,125,0.0504195733,0.0000204211,0.0000000083,?,?,?,21
Left,94,0.0120794982,0.0000113743,0.0000000107,?,?,?,21
Left,125,0.2788885729,0.0000483678,0.0000000084,?,?,?,21
Right,109,0.0681729501,0.0000076547,0.0000000009,?,?,?,21
Left,94,0.0653796420,0.0000721630,0.0000000797,?,?,?,21
Left,94,0.1680151721,0.0000290633,0.0000000050,?,?,?,21
Left,94,0.0595725251,0.0000544539,0.0000000498,?,?,?,21
Left,110,0.1733999648,0.0000990857,0.0000000566,?,?,?,21
Left,109,0.0954632317,0.0000357273,0.0000000134,?,?,?,21
Left,94,0.1611473264,0.0000074306,0.0000000003,?,?,?,21
Left,125,0.1802080592,0.0000476489,0.0000000126,?,?,?,21
Left,125,0.0750068648,0.0000216220,0.0000000062,?,?,?,21
Left,125,0.0165820378,0.0000007406,0.0000000000,?,?,?,21
Left,94,0.0222355159,0.0000134272,0.0000000081,?,?,?,21
Left,109,0.0353234632,0.0000322884,0.0000000295,?,?,?,21
Left,94,0.2460256656,0.0000926301,0.0000000349,?,?,?,21
Left,109,0.0669643185,0.0000595238,0.0000000529,?,?,?,21
Left,109,0.0524387874,0.0000381373,0.0000000277,?,?,?,21
Left,94,0.0524628344,0.0000533159,0.0000000542,?,?,?,21
Left,109,0.1384756763,0.0000300446,0.0000000065,?,?,?,21
Left,109,0.2347941796,0.0001487923,0.0000000943,?,?,?,21
Left,109,0.1099618520,0.0000096534,0.0000000008,?,?,?,21
Right,125,0.3412772288,0.0001050084,0.0000000323,?,?,?,21
Left,110,0.0363043528,0.0000086070,0.0000000020,?,?,?,21
Left,93,0.0701407748,0.0000035373,0.0000000002,?,?,?,21
Left,110,0.1046995287,0.0000049637,0.0000000002,?,?,?,21
Left,125,0.1781140824,0.0001810102,0.0000001840,?,?,?,21
Left,125,0.3257218693,0.0002511348,0.0000001936,?,?,?,21
Left,94,0.0500009609,0.0000426629,0.0000000364,?,?,?,21
Left,125,0.1240615967,0.0000230812,0.0000000043,?,?,?,21
Left,109,0.0953019834,0.0000065164,0.0000000004,?,?,?,21
Left,125,0.2729471440,0.0001859313,0.0000001267,?,?,?,21
Left,125,0.0305379016,0.0000026483,0.0000000002,?,?,?,21
Left,110,0.4489937295,0.0002244969,0.0000001122,?,?,?,21
Left,125,0.0165189866,0.0000011529,0.0000000001,?,?,?,21
Double,296,0.1584479829,0.0000064222,0.0000000003,93,78,125,21
Left,110,0.3284929607,0.0000821232,0.0000000205,?,?,?,21
Left,94,0.0823495255,0.0000087262,0.0000000009,?,?,?,21
Left,109,0.6463403761,0.0001978997,0.0000000606,?,?,?,21
Left,109,0.1367411778,0.0000517763,0.0000000196,?,?,?,21
Left,93,0.1544697226,0.0000270099,0.0000000047,?,?,?,21
Left,109,0.4108883717,0.0001520120,0.0000000562,?,?,?,21
Left,109,0.1297906813,0.0000196385,0.0000000030,?,?,?,21
Left,125,0.1178883073,0.0000585054,0.0000000290,?,?,?,21
Left,109,0.1566280710,0.0001669809,0.0000001780,?,?,?,21
Left,109,0.0042942796,0.0000007742,0.0000000001,?,?,?,21
Left,125,0.1646135066,0.0000166697,0.0000000017,?,?,?,21
Left,109,0.3885419472,0.0002825760,0.0000002055,?,?,?,21
Left,125,0.3224096744,0.0001946918,0.0000001176,?,?,?,21
Left,125,0.1677444295,0.0001154470,0.0000000795,?,?,?,21
Left,125,0.2157343076,0.0000758826,0.0000000267,?,?,?,21
Left,109,0.2168894844,0.0000443446,0.0000000091,?,?,?,21
Left,125,0.2286525034,0.0000357773,0.0000000056,?,?,?,21
Left,94,0.3910841562,0.0001239177,0.0000000393,?,?,?,21
Left,109,0.5219833091,0.0002568815,0.0000001264,?,?,?,21
Left,125,0.9152794569,0.0004245266,0.0000001969,?,?,?,21
Left,125,0.8820905381,0.0005131417,0.0000002985,?,?,?,21
Left,125,0.0303117498,0.0000251968,0.0000000209,?,?,?,21
Left,109,0.2393147848,0.0001049166,0.0000000460,?,?,?,21
Left,110,0.6841483916,0.0001717240,0.0000000431,?,?,?,21
Double,343,0.3803290173,0.0000697340,0.0000000128,109,156,78,21
Left,109,0.2914569067,0.0000437886,0.0000000066,?,?,?,21
Left,109,0.0800436649,0.0000332684,0.0000000138,?,?,?,21
Left,125,0.0769890187,0.0000694220,0.0000000626,?,?,?,21
Left,93,0.3568599579,0.0000720347,0.0000000145,?,?,?,21
Left,94,0.1866177537,0.0000429698,0.0000000099,?,?,?,21
Left,94,0.1269819131,0.0000498555,0.0000000196,?,?,?,21
Left,93,0.2116644617,0.0000740086,0.0000000259,?,?,?,21
Left,94,0.2295578384,0.0000585457,0.0000000149,?,?,?,21
Left,125,0.5578329419,0.0003605901,0.0000002331,?,?,?,21
Left,110,0.5045381553,0.0002084007,0.0000000861,?,?,?,21
Left,94,0.4004776134,0.0002816298,0.0000001981,?,?,?,21
Left,109,0.0334327003,0.0000054862,0.0000000009,?,?,?,21
Left,94,0.4726794976,0.0003519579,0.0000002621,?,?,?,21
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Double,297,0.4406202657,0.0001971455,0.0000000882,109,63,125,21
Left,125,0.0021152829,0.0000011186,0.0000000006,?,?,?,21
Left,110,0.0005120328,0.0000002622,0.0000000001,?,?,?,21
Left,125,0.0135189925,0.0000019710,0.0000000003,?,?,?,21
Left,110,0.0008424600,0.0000007097,0.0000000006,?,?,?,21
Left,94,0.0850959315,0.0000072912,0.0000000006,?,?,?,21
Left,109,0.0910199759,0.0000361765,0.0000000144,?,?,?,21
Double,282,0.0220153800,0.0000115506,0.0000000061,94,78,110,21
Left,110,0.0413119982,0.0000290520,0.0000000204,?,?,?,21
Left,125,0.2282427181,0.0000869496,0.0000000331,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,94,0.3383949258,0.0001536064,0.0000000697,?,?,?,21
Double,281,0.0267222751,0.0000341717,0.0000000437,78,78,125,21
Double,282,0.3867706887,0.0002380127,0.0000001465,94,78,110,21
Left,94,0.0293288777,0.0000187645,0.0000000120,?,?,?,21
Left,94,0.1161850994,0.0000342729,0.0000000101,?,?,?,21
Left,94,0.3043466155,0.0001281459,0.0000000540,?,?,?,21
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,140,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Double,266,0.4509799038,0.0002723309,0.0000001645,62,94,110,21
Left,125,0.0548492138,0.0000462083,0.0000000389,?,?,?,21
Left,93,0.3435790670,0.0001730877,0.0000000872,?,?,?,21
Left,94,0.6560877081,0.0004330612,0.0000002858,?,?,?,21
Left,109,0.3077067430,0.0001144742,0.0000000426,?,?,?,21
Left,93,0.0532963289,0.0000040607,0.0000000003,?,?,?,21
Left,125,0.0062761424,0.0000041841,0.0000000028,?,?,?,21
Left,140,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,94,0.1534078989,0.0000251077,0.0000000041,?,?,?,21
Left,94,0.0024154589,0.0000014586,0.0000000009,?,?,?,21
Left,110,0.2396989769,0.0001489739,0.0000000926,?,?,?,21
Double,266,0.0201533644,0.0000075879,0.0000000029,110,78,78,21
Left,94,0.2237562823,0.0001118781,0.0000000559,?,?,?,21
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,109,0.0860266176,0.0000099556,0.0000000012,?,?,?,21
Left,94,0.1099989745,0.0000145156,0.0000000019,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Double,281,0.0212523503,0.0000076392,0.0000000027,78,94,109,21
Double,328,0.4766167920,0.0001473769,0.0000000456,141,62,125,21
Left,109,0.0700560081,0.0000100974,0.0000000015,?,?,?,21
Left,109,0.3352613808,0.0000650235,0.0000000126,?,?,?,21
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,109,0.3073872783,0.0000651382,0.0000000138,?,?,?,21
Double,250,0.1223553100,0.0000233058,0.0000000044,94,63,93,21
Left,94,0.4214725182,0.0002285643,0.0000001240,?,?,?,21
Left,110,0.0019011407,0.0000012048,0.0000000008,?,?,?,21
Double,282,0.3544295727,0.0001274468,0.0000000458,79,109,94,21
Double,281,0.1748827361,0.0000902388,0.0000000466,125,62,94,21
Double,281,0.5206336931,0.0002873254,0.0000001586,94,94,93,21
Left,125,0.0019394880,0.0000007523,0.0000000003,?,?,?,21
Left,109,0.0453552365,0.0000026629,0.0000000002,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,94,0.2266384915,0.0000833536,0.0000000307,?,?,?,21
Left,94,0.3353226815,0.0000638710,0.0000000122,?,?,?,21
Left,94,0.1302260302,0.0000186037,0.0000000027,?,?,?,21
Left,94,0.0371275037,0.0000181375,0.0000000089,?,?,?,21
Left,93,0.0299619261,0.0000136938,0.0000000063,?,?,?,21
Left,125,0.1471614096,0.0000599924,0.0000000245,?,?,?,21
Left,94,0.1106274408,0.0000465800,0.0000000196,?,?,?,21
Left,93,0.0266935753,0.0000066734,0.0000000017,?,?,?,21
Left,125,0.1584846086,0.0000324099,0.0000000066,?,?,?,21
Left,125,0.0410535067,0.0000152786,0.0000000057,?,?,?,21
Left,125,0.1048231866,0.0000172890,0.0000000029,?,?,?,21
Left,125,0.0106123303,0.0000011209,0.0000000001,?,?,?,21
Left,109,0.1356649031,0.0000227282,0.0000000038,?,?,?,21
Left,110,0.0016919178,0.0000006485,0.0000000002,?,?,?,21
Left,94,0.3296788129,0.0000486180,0.0000000072,?,?,?,21
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,110,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,21
Left,125,0.0257651571,0.0000050739,0.0000000010,?,?,?,21
Left,125,0.0765568877,0.0000466526,0.0000000284,?,?,?,21
Left,125,0.1030647007,0.0000118004,0.0000000014,?,?,?,21
Right,109,0.0356441379,0.0000021705,0.0000000001,?,?,?,21
Left,125,0.0382917968,0.0000012919,0.0000000000,?,?,?,21
Left,125,0.0134614749,0.0000026672,0.0000000005,?,?,?,21
Left,140,0.1035940895,0.0000358333,0.0000000124,?,?,?,21
Right,94,0.0521794099,0.0000340819,0.0000000223,?,?,?,21
Left,110,0.0527127834,0.0000227996,0.0000000099,?,?,?,21
Left,140,0.0601107658,0.0000139371,0.0000000032,?,?,?,21
Left,94,0.1895836301,0.0000304846,0.0000000049,?,?,?,21
